study_id,model_id,assessment_framework,assessment_part,domain,judgment,rationale,evidence_url,reviewer
S-10.1109/bibm47256.2019.8983282,M147-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7423325/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/bibm47256.2019.8983282,M147-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7423325/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/bmjhci-2024-101283,M083-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12658508/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-025-05982-x,M022-01,dataset_transparency,descriptive_transparency,sampling,clear,Unique participant count and population description; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12559740/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-025-05982-x,M022-01,dataset_transparency,descriptive_transparency,labeling,clear,Target definition and provenance of labels; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12559740/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-025-05982-x,M022-01,dataset_transparency,descriptive_transparency,processing,unclear,Processing boundary reported in checked source; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12559740/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41597-025-05982-x,M022-01,dataset_transparency,descriptive_transparency,validation_and_access,clear,Reuse access and validation information; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12559740/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.1038/s41598-024-82631-0,M084-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11682341/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,applicability_participants,high,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fncom.2016.00032,M085-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC4830829/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fmed.2022.851690,M086-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8968070/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/j.pain.0000000000002900,M087-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10436358/,single-pass AI-assisted audit; author sign-off pending
S-10.1109/fg.2018.00044,M021-01,dataset_transparency,descriptive_transparency,sampling,clear,Unique participant count and population description; based on curated evidence map and available report. NR fields were not imputed.,https://doi.org/10.1109/fg.2018.00044,single-pass AI-assisted audit; author sign-off pending
S-10.1109/fg.2018.00044,M021-01,dataset_transparency,descriptive_transparency,labeling,unclear,Target definition and provenance of labels; based on curated evidence map and available report. NR fields were not imputed.,https://doi.org/10.1109/fg.2018.00044,single-pass AI-assisted audit; author sign-off pending
S-10.1109/fg.2018.00044,M021-01,dataset_transparency,descriptive_transparency,processing,unclear,Processing boundary reported in checked source; based on curated evidence map and available report. NR fields were not imputed.,https://doi.org/10.1109/fg.2018.00044,single-pass AI-assisted audit; author sign-off pending
S-10.1109/fg.2018.00044,M021-01,dataset_transparency,descriptive_transparency,validation_and_access,limited,Reuse access and validation information; based on curated evidence map and available report. NR fields were not imputed.,https://doi.org/10.1109/fg.2018.00044,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,outcome,unclear,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.3389/fneur.2023.1195923,M088-01,PROBAST+AI,model_evaluation,applicability_outcome,unclear,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC10273207/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,applicability_participants,high,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1371/journal.pone.0235545,M089-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC7347182/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on curated evidence map and available report. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.1227/neu.0000000000001855,M034-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on curated evidence map and available report. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC9514733/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,participants_and_data_sources,unclear,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.7717/peerj-cs.3158,M090-01,PROBAST+AI,model_evaluation,applicability_outcome,low,Match between modeled target and intended clinical claim; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12453799/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104639,M091-01,validation_transparency,descriptive_transparency,sampling,clear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11041592/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104639,M091-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11041592/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104639,M091-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11041592/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104639,M091-01,validation_transparency,descriptive_transparency,validation_design,clear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11041592/,single-pass AI-assisted audit; author sign-off pending
S-10.1093/pm/pnaf058,M092-01,validation_transparency,descriptive_transparency,sampling,clear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12585107/,single-pass AI-assisted audit; author sign-off pending
S-10.1093/pm/pnaf058,M092-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12585107/,single-pass AI-assisted audit; author sign-off pending
S-10.1093/pm/pnaf058,M092-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12585107/,single-pass AI-assisted audit; author sign-off pending
S-10.1093/pm/pnaf058,M092-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12585107/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/papr.13008,M093-01,validation_transparency,descriptive_transparency,sampling,unclear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8359972/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/papr.13008,M093-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8359972/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/papr.13008,M093-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8359972/,single-pass AI-assisted audit; author sign-off pending
S-10.1111/papr.13008,M093-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC8359972/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/brs.0000000000005445,M094-01,validation_transparency,descriptive_transparency,sampling,clear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12594148/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/brs.0000000000005445,M094-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC12594148/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/brs.0000000000005445,M094-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12594148/,single-pass AI-assisted audit; author sign-off pending
S-10.1097/brs.0000000000005445,M094-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC12594148/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104751,M095-01,validation_transparency,descriptive_transparency,sampling,unclear,Unique participant count and sampling frame; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11103285/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104751,M095-01,validation_transparency,descriptive_transparency,target_definition,clear,"Stimulus, behavior, ECAP, or descriptive target kept distinct from pain self-report; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC11103285/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104751,M095-01,validation_transparency,descriptive_transparency,processing_boundary,unclear,Preprocessing and segmentation boundary; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11103285/,single-pass AI-assisted audit; author sign-off pending
S-10.1136/rapm-2023-104751,M095-01,validation_transparency,descriptive_transparency,validation_design,unclear,Unit of separation between development and evaluation data; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC11103285/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,participants_and_data_sources,low,Sampling frame and unique participant count; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,predictors,unclear,Signal acquisition and predictor processing; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,outcome,low,"Outcome definition, timing, and separation from predictors; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,analysis,unclear,"Person-level separation, tuning, and performance analysis; based on PubMed record and PMC full text. NR fields were not imputed.",https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,applicability_participants,low,Population match to clinical pain-state use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
S-10.1016/j.neuroimage.2026.122002,M096-01,PROBAST+AI,model_evaluation,applicability_predictors,low,Availability of the measured predictors in intended use; based on PubMed record and PMC full text. NR fields were not imputed.,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276974/,single-pass AI-assisted audit; author sign-off pending
